# Time-averaged data for fix 3
# TimeStep v_Temperature v_PotentialEnergy v_Pressure
2000 499.67 -12362.2 -1.77182
3000 500.987 -12266.7 0.651258
4000 500.245 -12346.1 5.7075
5000 499.446 -12296.5 4.48475
6000 504.184 -12225.5 -11.2269
7000 499.632 -12330.7 0.0850273
8000 498.999 -12290.8 -4.0887
9000 501.525 -12226.7 1.84814
10000 499.557 -12367.2 12.7177
11000 501.008 -12306.1 5.44281
12000 499.864 -12239.6 2.19958
13000 500.487 -12360.2 10.8107
14000 501.415 -12320.4 7.47748
15000 500.284 -12311.3 5.49898
16000 501.369 -12249.3 -4.13311
17000 501.176 -12312.5 -2.41633
18000 497.8 -12427.3 1.00868
19000 501.471 -12251.9 -12.2781
20000 498.906 -12406.9 -8.26619
21000 500.37 -12257 5.18823
22000 498.443 -12383.6 -1.36834
23000 499.83 -12291.8 8.62473
24000 499.182 -12343.7 -4.95006
25000 497.635 -12410 13.7339
26000 497.049 -12364.6 13.5227
27000 501.543 -12313.3 -14.4306
28000 501.813 -12341.7 20.2256
29000 499.897 -12250.8 -3.27387
30000 497.839 -12331.5 -9.07033
31000 502.594 -12180.3 17.5441
32000 502.645 -12275.3 -3.80023
33000 499.595 -12426.9 2.96589
34000 497.725 -12435.3 6.76712
35000 501.132 -12340.2 -12.2155
36000 501.819 -12301.1 8.42945
37000 500.804 -12323.7 -11.8843
38000 500.051 -12368.3 -5.02556
39000 498.649 -12393.1 7.1316
40000 499.999 -12313.3 -1.62698
41000 500.81 -12238.9 22.2477
42000 501.294 -12164.2 -10.2924
43000 500.659 -12274.3 -0.896752
44000 502.274 -12258.6 12.7169
45000 499.625 -12335 -19.4338
46000 500.936 -12277.9 -1.3503
47000 497.339 -12399.8 4.16729
48000 499.505 -12294.7 1.88537
49000 500.239 -12371.6 6.74859
50000 500.169 -12329.1 17.1324
51000 501.95 -12234.1 -3.83544
52000 498.131 -12342 -1.67423
53000 500.85 -12360.6 16.5862
54000 499 -12361.9 -2.20577
55000 498.966 -12374.8 2.89692
56000 500.334 -12325.1 0.057943
57000 499.481 -12392.6 -11.6412
58000 502.074 -12240.5 -11.0092
59000 500.291 -12293 11.1252
60000 496.966 -12339.4 9.3738
61000 501.895 -12335.1 -4.45659
62000 499.7 -12352.5 0.405457
63000 498.566 -12328.4 -9.28745
64000 498.979 -12338.5 6.18179
65000 502.926 -12258.7 1.32938
66000 498.89 -12375 -4.43507
67000 500.838 -12352 -3.4202
68000 497.136 -12468.3 9.20444
69000 500.32 -12351.5 4.0683
70000 502.969 -12399.6 2.59656
71000 500.888 -12394.5 -5.82387
72000 500.126 -12338.9 4.02327
73000 501.333 -12285 -5.40819
74000 500.042 -12385.1 6.01946
75000 498.588 -12332.5 7.5515
76000 501.506 -12268.9 -17.7445
77000 498.764 -12268.4 -2.09035
78000 501.596 -12243.8 -7.08355
79000 501.273 -12339.9 3.00494
80000 496.799 -12389.9 5.51699
81000 498.165 -12372.6 8.12518
82000 500.143 -12348.6 9.31471
83000 502.575 -12268.1 -1.94645
84000 497.296 -12297.9 7.55391
85000 501.069 -12258.8 35.3497
86000 501.313 -12230.9 -8.08716
87000 501.048 -12288.3 12.2026
88000 495.897 -12312.7 2.62117
89000 501.443 -12279.3 -9.21432
90000 501.005 -12416.9 14.3543
91000 497.776 -12354.9 16.7116
92000 499.085 -12411.4 -2.00815
