0.0000 	 72.3655 	 -371.3364 	 -50.2591 	 381.6457
1.0000 	 421.5417 	 100.6696 	 422.7568 	 605.4379
2.0000 	 -141.1526 	 60.9790 	 10.7750 	 154.1382
3.0000 	 202.1441 	 30.0346 	 365.7113 	 418.9380
4.0000 	 324.8957 	 53.6072 	 -14.0674 	 329.5889
5.0000 	 279.6022 	 406.3462 	 13.8876 	 493.4445
6.0000 	 -25.0924 	 -295.9144 	 13.1117 	 297.2656
7.0000 	 74.4513 	 -57.6755 	 -38.0773 	 101.5842
8.0000 	 215.6961 	 -364.5290 	 25.6964 	 424.3424
9.0000 	 -256.7143 	 31.3861 	 -87.9919 	 273.1847
10.0000 	 32.4250 	 -115.6259 	 -180.3720 	 216.6905
11.0000 	 255.2600 	 75.5750 	 -83.3712 	 278.9624
12.0000 	 243.2032 	 23.9435 	 85.4421 	 258.8850
13.0000 	 -466.6351 	 121.0394 	 235.2065 	 536.3962
14.0000 	 -161.4950 	 -43.6651 	 221.1939 	 277.3337
15.0000 	 -331.8956 	 -84.3830 	 211.3436 	 402.4193
16.0000 	 108.8710 	 -62.8043 	 110.9758 	 167.6691
17.0000 	 -61.4471 	 -69.3778 	 -278.1338 	 293.1680
18.0000 	 108.4613 	 -36.3699 	 -33.2559 	 119.1326
19.0000 	 -94.7593 	 85.2535 	 170.2799 	 212.7034
20.0000 	 149.1680 	 -88.0482 	 61.0470 	 183.6581
21.0000 	 179.1645 	 -146.9737 	 -227.3567 	 324.6417
22.0000 	 -198.7943 	 20.4331 	 -74.4957 	 213.2751
23.0000 	 58.3351 	 98.0414 	 -110.9543 	 159.1413
24.0000 	 -111.7236 	 -183.5691 	 4.7961 	 214.9483
25.0000 	 73.1365 	 86.4527 	 -196.4880 	 226.7830
26.0000 	 162.1624 	 177.1647 	 138.9492 	 277.4723
27.0000 	 173.6814 	 -375.7299 	 72.3549 	 420.2064
28.0000 	 -69.9014 	 97.0913 	 21.5784 	 121.5670
29.0000 	 -71.0092 	 -168.0615 	 193.8928 	 266.2356
30.0000 	 78.1382 	 209.4702 	 -275.0229 	 354.4304
31.0000 	 117.2234 	 9.9349 	 -85.5320 	 145.4502
32.0000 	 69.5443 	 28.9445 	 -76.9211 	 107.6617
33.0000 	 38.0688 	 159.9805 	 59.1482 	 174.7613
34.0000 	 122.3466 	 18.9083 	 -140.2151 	 187.0467
35.0000 	 95.4092 	 277.7835 	 -13.3651 	 294.0157
36.0000 	 -84.8744 	 -262.6215 	 -311.2281 	 415.9767
37.0000 	 421.7648 	 37.6913 	 30.6236 	 424.5515
38.0000 	 37.4707 	 -36.5010 	 361.2997 	 365.0669
39.0000 	 -47.4978 	 50.8267 	 129.7939 	 147.2611
40.0000 	 31.2297 	 81.9405 	 -268.9716 	 282.9050
41.0000 	 -155.5043 	 -368.1713 	 -110.8122 	 414.7421
42.0000 	 209.8455 	 -154.3228 	 10.2600 	 260.6836
43.0000 	 -264.4424 	 171.7383 	 -131.9015 	 341.7921
44.0000 	 315.6816 	 -13.2741 	 -304.1154 	 438.5400
45.0000 	 274.6370 	 -16.2124 	 150.7996 	 313.7337
46.0000 	 452.4933 	 109.7171 	 102.0993 	 476.6679
47.0000 	 86.9883 	 247.9155 	 290.0576 	 391.3598
48.0000 	 -310.4432 	 97.3326 	 -107.0773 	 342.5116
49.0000 	 57.9949 	 -237.5795 	 17.3309 	 245.1689
50.0000 	 115.2044 	 -175.0752 	 -167.3201 	 268.1779
51.0000 	 37.5193 	 38.2986 	 34.7677 	 63.9005
52.0000 	 94.6735 	 -306.5375 	 -89.6367 	 333.1111
